"Points","HJ","PV","LJ","TJ","SP","DT","HT","JT","Decathlon"
"1400","-","6.48","-","19.19","24.66","78.39","93.30","100.90","9747"
"1399","-","-","9.19","19.18","24.64","78.34","93.24","100.83","9741"
"1398","-","-","-","19.17","24.62","78.28","93.17","100.76","9734"
"1397","-","6.47","9.18","19.16","24.61","78.23","93.11","100.69","9728"
"1396","-","-","-","19.15","24.59","78.17","93.04","100.62","9722"
"1395","2.54","-","9.17","19.14","24.57","78.12","92.98","100.55","9716"
"1394","-","6.46","-","19.13","24.56","78.07","92.92","100.48","9709"
"1393","-","-","9.16","19.12","24.54","78.01","92.85","100.41","9703"
"1392","-","6.45","-","19.11","24.52","77.96","92.79","100.34","9697"
"1391","-","-","9.15","19.10","24.51","77.90","92.72","100.27","9690"
"1390","-","-","-","-","24.49","77.85","92.66","100.20","9684"
"1389","-","6.44","-","19.09","24.47","77.80","92.59","100.13","9678"
"1388","-","-","9.14","19.08","24.46","77.74","92.53","100.06","9671"
"1387","-","-","-","19.07","24.44","77.69","92.46","99.99","9665"
"1386","2.53","6.43","9.13","19.06","24.42","77.63","92.40","99.93","9659"
"1385","-","-","-","19.05","24.41","77.58","92.33","99.86","9652"
"1384","-","-","9.12","19.04","24.39","77.53","92.27","99.79","9646"
"1383","-","6.42","-","19.03","24.37","77.47","92.21","99.72","9640"
"1382","-","-","9.11","19.02","24.36","77.42","92.14","99.65","9633"
"1381","-","6.41","-","19.01","24.34","77.36","92.08","99.58","9627"
"1380","-","-","-","19.00","24.32","77.31","92.01","99.51","9621"
"1379","-","-","9.10","18.99","24.31","77.26","91.95","99.44","9614"
"1378","-","6.40","-","-","24.29","77.20","91.88","99.37","9608"
"1377","2.52","-","9.09","18.98","24.27","77.15","91.82","99.30","9602"
"1376","-","-","-","18.97","24.26","77.09","91.75","99.23","9595"
"1375","-","6.39","9.08","18.96","24.24","77.04","91.69","99.16","9589"
"1374","-","-","-","18.95","24.22","76.99","91.62","99.09","9583"
"1373","-","-","9.07","18.94","24.21","76.93","91.56","99.02","9576"
"1372","-","6.38","-","18.93","24.19","76.88","91.49","98.95","9570"
"1371","-","-","9.06","18.92","24.17","76.82","91.43","98.88","9564"
"1370","-","-","-","18.91","24.16","76.77","91.37","98.81","9557"
"1369","-","6.37","-","18.90","24.14","76.72","91.30","98.74","9551"
"1368","2.51","-","9.05","18.89","24.12","76.66","91.24","98.67","9545"
"1367","-","6.36","-","18.88","24.11","76.61","91.17","98.60","9538"
"1366","-","-","9.04","18.87","24.09","76.55","91.11","98.53","9532"
"1365","-","-","-","-","24.07","76.50","91.04","98.46","9526"
"1364","-","6.35","9.03","18.86","24.06","76.45","90.98","98.39","9519"
"1363","-","-","-","18.85","24.04","76.39","90.91","98.32","9513"
"1362","-","-","9.02","18.84","24.02","76.34","90.85","98.25","9507"
"1361","-","6.34","-","18.83","24.01","76.28","90.78","98.18","9500"
"1360","-","-","9.01","18.82","23.99","76.23","90.72","98.11","9494"
"1359","2.50","-","-","18.81","23.97","76.18","90.65","98.04","9488"
"1358","-","6.33","-","18.80","23.96","76.12","90.59","97.97","9481"
"1357","-","-","9.00","18.79","23.94","76.07","90.53","97.90","9475"
"1356","-","-","-","18.78","23.92","76.01","90.46","97.83","9468"
"1355","-","6.32","8.99","18.77","23.91","75.96","90.40","97.76","9462"
"1354","-","-","-","18.76","23.89","75.91","90.33","97.69","9456"
"1353","-","6.31","8.98","18.75","23.87","75.85","90.27","97.62","9449"
"1352","-","-","-","-","23.86","75.80","90.20","97.55","9443"
"1351","-","-","8.97","18.74","23.84","75.74","90.14","97.48","9437"
"1350","2.49","6.30","-","18.73","23.82","75.69","90.07","97.41","9430"
"1349","-","-","-","18.72","23.81","75.64","90.01","97.34","9424"
"1348","-","-","8.96","18.71","23.79","75.58","89.94","97.27","9418"
"1347","-","6.29","-","18.70","23.77","75.53","89.88","97.20","9411"
"1346","-","-","8.95","18.69","23.76","75.47","89.81","97.13","9405"
"1345","-","-","-","18.68","23.74","75.42","89.75","97.06","9399"
"1344","-","6.28","8.94","18.67","23.72","75.36","89.69","96.99","9392"
"1343","-","-","-","18.66","23.71","75.31","89.62","96.92","9386"
"1342","-","6.27","8.93","18.65","23.69","75.26","89.56","96.85","9380"
"1341","2.48","-","-","18.64","23.67","75.20","89.49","96.78","9373"
"1340","-","-","8.92","18.63","23.66","75.15","89.43","96.71","9367"
"1339","-","6.26","-","18.62","23.64","75.09","89.36","96.64","9361"
"1338","-","-","-","-","23.62","75.04","89.30","96.57","9354"
"1337","-","-","8.91","18.61","23.61","74.99","89.23","96.50","9348"
"1336","-","6.25","-","18.60","23.59","74.93","89.17","96.43","9342"
"1335","-","-","8.90","18.59","23.57","74.88","89.10","96.36","9335"
"1334","-","-","-","18.58","23.56","74.82","89.04","96.29","9329"
"1333","-","6.24","8.89","18.57","23.54","74.77","88.97","96.22","9322"
"1332","2.47","-","-","18.56","23.52","74.72","88.91","96.15","9316"
"1331","-","-","8.88","18.55","23.51","74.66","88.85","96.08","9310"
"1330","-","6.23","-","18.54","23.49","74.61","88.78","96.01","9303"
"1329","-","-","8.87","18.53","23.47","74.55","88.72","95.94","9297"
"1328","-","6.22","-","18.52","23.46","74.50","88.65","95.87","9291"
"1327","-","-","-","18.51","23.44","74.45","88.59","95.80","9284"
"1326","-","-","8.86","18.50","23.42","74.39","88.52","95.73","9278"
"1325","-","6.21","-","-","23.41","74.34","88.46","95.66","9272"
"1324","-","-","8.85","18.49","23.39","74.28","88.39","95.59","9265"
"1323","2.46","-","-","18.48","23.37","74.23","88.33","95.52","9259"
"1322","-","6.20","8.84","18.47","23.36","74.18","88.26","95.45","9253"
"1321","-","-","-","18.46","23.34","74.12","88.20","95.38","9246"
"1320","-","-","8.83","18.45","23.32","74.07","88.13","95.31","9240"
"1319","-","6.19","-","18.44","23.31","74.01","88.07","95.24","9233"
"1318","-","-","8.82","18.43","23.29","73.96","88.00","95.17","9227"
"1317","-","6.18","-","18.42","23.27","73.90","87.94","95.10","9221"
"1316","-","-","-","18.41","23.26","73.85","87.88","95.03","9214"
"1315","-","-","8.81","18.40","23.24","73.80","87.81","94.96","9208"
"1314","2.45","6.17","-","18.39","23.22","73.74","87.75","94.89","9202"
"1313","-","-","8.80","18.38","23.21","73.69","87.68","94.82","9195"
"1312","-","-","-","-","23.19","73.63","87.62","94.75","9189"
"1311","-","6.16","8.79","18.37","23.17","73.58","87.55","94.68","9183"
"1310","-","-","-","18.36","23.16","73.53","87.49","94.61","9176"
"1309","-","-","8.78","18.35","23.14","73.47","87.42","94.54","9170"
"1308","-","6.15","-","18.34","23.12","73.42","87.36","94.47","9163"
"1307","-","-","-","18.33","23.11","73.36","87.29","94.40","9157"
"1306","-","6.14","8.77","18.32","23.09","73.31","87.23","94.33","9151"
"1305","2.44","-","-","18.31","23.07","73.26","87.16","94.26","9144"
"1304","-","-","8.76","18.30","23.06","73.20","87.10","94.19","9138"
"1303","-","6.13","-","18.29","23.04","73.15","87.03","94.12","9132"
"1302","-","-","8.75","18.28","23.02","73.09","86.97","94.05","9125"
"1301","-","-","-","18.27","23.01","73.04","86.90","93.98","9119"
"1300","-","6.12","8.74","18.26","22.99","72.98","86.84","93.91","9112"
"1299","-","-","-","18.25","22.97","72.93","86.78","93.84","9106"
"1298","-","-","8.73","-","22.96","72.88","86.71","93.77","9100"
"1297","-","6.11","-","18.24","22.94","72.82","86.65","93.70","9093"
"1296","2.43","-","-","18.23","22.92","72.77","86.58","93.63","9087"
"1295","-","-","8.72","18.22","22.91","72.71","86.52","93.56","9081"
"1294","-","6.10","-","18.21","22.89","72.66","86.45","93.49","9074"
"1293","-","-","8.71","18.20","22.87","72.61","86.39","93.42","9068"
"1292","-","6.09","-","18.19","22.86","72.55","86.32","93.35","9061"
"1291","-","-","8.70","18.18","22.84","72.50","86.26","93.28","9055"
"1290","-","-","-","18.17","22.82","72.44","86.19","93.21","9049"
"1289","-","6.08","8.69","18.16","22.81","72.39","86.13","93.14","9042"
"1288","-","-","-","18.15","22.79","72.34","86.06","93.07","9036"
"1287","2.42","-","8.68","18.14","22.77","72.28","86.00","93.00","9030"
"1286","-","6.07","-","18.13","22.76","72.23","85.93","92.93","9023"
"1285","-","-","-","18.12","22.74","72.17","85.87","92.86","9017"
"1284","-","-","8.67","-","22.72","72.12","85.80","92.79","9010"
"1283","-","6.06","-","18.11","22.71","72.06","85.74","92.72","9004"
"1282","-","-","8.66","18.10","22.69","72.01","85.68","92.65","8998"
"1281","-","6.05","-","18.09","22.67","71.96","85.61","92.58","8991"
"1280","-","-","8.65","18.08","22.66","71.90","85.55","92.51","8985"
"1279","-","-","-","18.07","22.64","71.85","85.48","92.44","8979"
"1278","2.41","6.04","8.64","18.06","22.62","71.79","85.42","92.37","8972"
"1277","-","-","-","18.05","22.61","71.74","85.35","92.30","8966"
"1276","-","-","8.63","18.04","22.59","71.69","85.29","92.23","8959"
"1275","-","6.03","-","18.03","22.57","71.63","85.22","92.16","8953"
"1274","-","-","-","18.02","22.56","71.58","85.16","92.09","8947"
"1273","-","-","8.62","18.01","22.54","71.52","85.09","92.02","8940"
"1272","-","6.02","-","18.00","22.52","71.47","85.03","91.95","8934"
"1271","-","-","8.61","17.99","22.51","71.41","84.96","91.88","8927"
"1270","-","6.01","-","-","22.49","71.36","84.90","91.81","8921"
"1269","2.40","-","8.60","17.98","22.47","71.31","84.83","91.74","8915"
"1268","-","-","-","17.97","22.46","71.25","84.77","91.67","8908"
"1267","-","6.00","8.59","17.96","22.44","71.20","84.70","91.60","8902"
"1266","-","-","-","17.95","22.42","71.14","84.64","91.53","8896"
"1265","-","-","8.58","17.94","22.41","71.09","84.57","91.46","8889"
"1264","-","5.99","-","17.93","22.39","71.04","84.51","91.39","8883"
"1263","-","-","-","17.92","22.37","70.98","84.45","91.32","8876"
"1262","-","-","8.57","17.91","22.36","70.93","84.38","91.25","8870"
"1261","-","5.98","-","17.90","22.34","70.87","84.32","91.18","8864"
"1260","2.39","-","8.56","17.89","22.32","70.82","84.25","91.11","8857"
"1259","-","5.97","-","17.88","22.31","70.76","84.19","91.04","8851"
"1258","-","-","8.55","17.87","22.29","70.71","84.12","90.97","8844"
"1257","-","-","-","17.86","22.27","70.66","84.06","90.90","8838"
"1256","-","5.96","8.54","17.85","22.26","70.60","83.99","90.83","8832"
"1255","-","-","-","-","22.24","70.55","83.93","90.76","8825"
"1254","-","-","8.53","17.84","22.22","70.49","83.86","90.69","8819"
"1253","-","5.95","-","17.83","22.21","70.44","83.80","90.62","8812"
"1252","-","-","-","17.82","22.19","70.39","83.73","90.55","8806"
"1251","2.38","-","8.52","17.81","22.17","70.33","83.67","90.48","8800"
"1250","-","5.94","-","17.80","22.16","70.28","83.60","90.41","8793"
"1249","-","-","8.51","17.79","22.14","70.22","83.54","90.34","8787"
"1248","-","-","-","17.78","22.12","70.17","83.47","90.27","8780"
"1247","-","5.93","8.50","17.77","22.11","70.11","83.41","90.20","8774"
"1246","-","-","-","17.76","22.09","70.06","83.34","90.13","8768"
"1245","-","5.92","8.49","17.75","22.07","70.01","83.28","90.06","8761"
"1244","-","-","-","17.74","22.06","69.95","83.21","89.99","8755"
"1243","-","-","8.48","17.73","22.04","69.90","83.15","89.92","8748"
"1242","2.37","5.91","-","17.72","22.02","69.84","83.09","89.85","8742"
"1241","-","-","-","-","22.01","69.79","83.02","89.78","8736"
"1240","-","-","8.47","17.71","21.99","69.74","82.96","89.71","8729"
"1239","-","5.90","-","17.70","21.97","69.68","82.89","89.64","8723"
"1238","-","-","8.46","17.69","21.96","69.63","82.83","89.57","8716"
"1237","-","-","-","17.68","21.94","69.57","82.76","89.50","8710"
"1236","-","5.89","8.45","17.67","21.92","69.52","82.70","89.43","8704"
"1235","-","-","-","17.66","21.91","69.46","82.63","89.36","8697"
"1234","-","5.88","8.44","17.65","21.89","69.41","82.57","89.29","8691"
"1233","2.36","-","-","17.64","21.87","69.36","82.50","89.22","8684"
"1232","-","-","8.43","17.63","21.86","69.30","82.44","89.15","8678"
"1231","-","5.87","-","17.62","21.84","69.25","82.37","89.08","8672"
"1230","-","-","-","17.61","21.82","69.19","82.31","89.01","8665"
"1229","-","-","8.42","17.60","21.81","69.14","82.24","88.94","8659"
"1228","-","5.86","-","17.59","21.79","69.08","82.18","88.87","8652"
"1227","-","-","8.41","17.58","21.77","69.03","82.11","88.80","8646"
"1226","-","-","-","-","21.76","68.98","82.05","88.73","8640"
"1225","-","5.85","8.40","17.57","21.74","68.92","81.98","88.66","8633"
"1224","2.35","-","-","17.56","21.72","68.87","81.92","88.59","8627"
"1223","-","5.84","8.39","17.55","21.71","68.81","81.85","88.52","8620"
"1222","-","-","-","17.54","21.69","68.76","81.79","88.45","8614"
"1221","-","-","8.38","17.53","21.67","68.71","81.72","88.38","8607"
"1220","-","5.83","-","17.52","21.66","68.65","81.66","88.31","8601"
"1219","-","-","8.37","17.51","21.64","68.60","81.59","88.24","8595"
"1218","-","-","-","17.50","21.62","68.54","81.53","88.17","8588"
"1217","-","5.82","-","17.49","21.60","68.49","81.46","88.10","8582"
"1216","-","-","8.36","17.48","21.59","68.43","81.40","88.03","8575"
"1215","2.34","-","-","17.47","21.57","68.38","81.34","87.96","8569"
"1214","-","5.81","8.35","17.46","21.55","68.33","81.27","87.89","8563"
"1213","-","-","-","17.45","21.54","68.27","81.21","87.82","8556"
"1212","-","5.80","8.34","17.44","21.52","68.22","81.14","87.75","8550"
"1211","-","-","-","-","21.50","68.16","81.08","87.68","8543"
"1210","-","-","8.33","17.43","21.49","68.11","81.01","87.61","8537"
"1209","-","5.79","-","17.42","21.47","68.05","80.95","87.54","8530"
"1208","-","-","8.32","17.41","21.45","68.00","80.88","87.47","8524"
"1207","-","-","-","17.40","21.44","67.95","80.82","87.40","8518"
"1206","2.33","5.78","-","17.39","21.42","67.89","80.75","87.33","8511"
"1205","-","-","8.31","17.38","21.40","67.84","80.69","87.26","8505"
"1204","-","-","-","17.37","21.39","67.78","80.62","87.19","8498"
"1203","-","5.77","8.30","17.36","21.37","67.73","80.56","87.12","8492"
"1202","-","-","-","17.35","21.35","67.67","80.49","87.05","8486"
"1201","-","5.76","8.29","17.34","21.34","67.62","80.43","86.98","8479"
"1200","-","-","-","17.33","21.32","67.57","80.36","86.91","8473"
"1199","-","-","8.28","17.32","21.30","67.51","80.30","86.84","8466"
"1198","-","5.75","-","17.31","21.29","67.46","80.23","86.77","8460"
"1197","2.32","-","8.27","17.30","21.27","67.40","80.17","86.70","8453"
"1196","-","-","-","17.29","21.25","67.35","80.10","86.63","8447"
"1195","-","5.74","-","-","21.24","67.29","80.04","86.56","8441"
"1194","-","-","8.26","17.28","21.22","67.24","79.97","86.49","8434"
"1193","-","-","-","17.27","21.20","67.19","79.91","86.42","8428"
"1192","-","5.73","8.25","17.26","21.19","67.13","79.84","86.35","8421"
"1191","-","-","-","17.25","21.17","67.08","79.78","86.28","8415"
"1190","-","5.72","8.24","17.24","21.15","67.02","79.71","86.21","8408"
"1189","-","-","-","17.23","21.14","66.97","79.65","86.14","8402"
"1188","2.31","-","8.23","17.22","21.12","66.92","79.58","86.07","8396"
"1187","-","5.71","-","17.21","21.10","66.86","79.52","86.00","8389"
"1186","-","-","8.22","17.20","21.09","66.81","79.45","85.93","8383"
"1185","-","-","-","17.19","21.07","66.75","79.39","85.86","8376"
"1184","-","5.70","8.21","17.18","21.05","66.70","79.32","85.79","8370"
"1183","-","-","-","17.17","21.04","66.64","79.26","85.72","8363"
"1182","-","-","-","17.16","21.02","66.59","79.20","85.65","8357"
"1181","-","5.69","8.20","17.15","21.00","66.54","79.13","85.58","8351"
"1180","-","-","-","-","20.99","66.48","79.07","85.51","8344"
"1179","2.30","5.68","8.19","17.14","20.97","66.43","79.00","85.44","8338"
"1178","-","-","-","17.13","20.95","66.37","78.94","85.37","8331"
"1177","-","-","8.18","17.12","20.94","66.32","78.87","85.30","8325"
"1176","-","5.67","-","17.11","20.92","66.26","78.81","85.22","8318"
"1175","-","-","8.17","17.10","20.90","66.21","78.74","85.15","8312"
"1174","-","-","-","17.09","20.89","66.16","78.68","85.08","8306"
"1173","-","5.66","8.16","17.08","20.87","66.10","78.61","85.01","8299"
"1172","-","-","-","17.07","20.85","66.05","78.55","84.94","8293"
"1171","-","5.65","-","17.06","20.84","65.99","78.48","84.87","8286"
"1170","2.29","-","8.15","17.05","20.82","65.94","78.42","84.80","8280"
"1169","-","-","-","17.04","20.80","65.88","78.35","84.73","8273"
"1168","-","5.64","8.14","17.03","20.79","65.83","78.29","84.66","8267"
"1167","-","-","-","17.02","20.77","65.78","78.22","84.59","8260"
"1166","-","-","8.13","17.01","20.75","65.72","78.16","84.52","8254"
"1165","-","5.63","-","17.00","20.74","65.67","78.09","84.45","8248"
"1164","-","-","8.12","-","20.72","65.61","78.03","84.38","8241"
"1163","-","-","-","16.99","20.70","65.56","77.96","84.31","8235"
"1162","-","5.62","8.11","16.98","20.68","65.50","77.90","84.24","8228"
"1161","2.28","-","-","16.97","20.67","65.45","77.83","84.17","8222"
"1160","-","5.61","8.10","16.96","20.65","65.40","77.77","84.10","8215"
"1159","-","-","-","16.95","20.63","65.34","77.70","84.03","8209"
"1158","-","-","-","16.94","20.62","65.29","77.64","83.96","8202"
"1157","-","5.60","8.09","16.93","20.60","65.23","77.57","83.89","8196"
"1156","-","-","-","16.92","20.58","65.18","77.51","83.82","8190"
"1155","-","-","8.08","16.91","20.57","65.12","77.44","83.75","8183"
"1154","-","5.59","-","16.90","20.55","65.07","77.38","83.68","8177"
"1153","-","-","8.07","16.89","20.53","65.02","77.31","83.61","8170"
"1152","2.27","-","-","16.88","20.52","64.96","77.25","83.54","8164"
"1151","-","5.58","8.06","16.87","20.50","64.91","77.18","83.47","8157"
"1150","-","-","-","16.86","20.48","64.85","77.12","83.40","8151"
"1149","-","5.57","8.05","16.85","20.47","64.80","77.05","83.33","8144"
"1148","-","-","-","-","20.45","64.74","76.99","83.26","8138"
"1147","-","-","-","16.84","20.43","64.69","76.92","83.19","8132"
"1146","-","5.56","8.04","16.83","20.42","64.63","76.86","83.12","8125"
"1145","-","-","-","16.82","20.40","64.58","76.79","83.05","8119"
"1144","-","-","8.03","16.81","20.38","64.53","76.73","82.98","8112"
"1143","2.26","5.55","-","16.80","20.37","64.47","76.66","82.91","8106"
"1142","-","-","8.02","16.79","20.35","64.42","76.60","82.84","8099"
"1141","-","-","-","16.78","20.33","64.36","76.53","82.77","8093"
"1140","-","5.54","8.01","16.77","20.32","64.31","76.47","82.70","8086"
"1139","-","-","-","16.76","20.30","64.25","76.40","82.63","8080"
"1138","-","5.53","8.00","16.75","20.28","64.20","76.34","82.56","8073"
"1137","-","-","-","16.74","20.27","64.15","76.27","82.49","8067"
"1136","-","-","7.99","16.73","20.25","64.09","76.21","82.42","8061"
"1135","2.25","5.52","-","16.72","20.23","64.04","76.14","82.35","8054"
"1134","-","-","-","16.71","20.22","63.98","76.08","82.28","8048"
"1133","-","-","7.98","16.70","20.20","63.93","76.01","82.21","8041"
"1132","-","5.51","-","16.69","20.18","63.87","75.95","82.14","8035"
"1131","-","-","7.97","-","20.17","63.82","75.88","82.07","8028"
"1130","-","-","-","16.68","20.15","63.77","75.82","82.00","8022"
"1129","-","5.50","7.96","16.67","20.13","63.71","75.75","81.92","8015"
"1128","-","-","-","16.66","20.12","63.66","75.69","81.85","8009"
"1127","-","5.49","7.95","16.65","20.10","63.60","75.62","81.78","8002"
"1126","2.24","-","-","16.64","20.08","63.55","75.56","81.71","7996"
"1125","-","-","7.94","16.63","20.07","63.49","75.49","81.64","7990"
"1124","-","5.48","-","16.62","20.05","63.44","75.43","81.57","7983"
"1123","-","-","7.93","16.61","20.03","63.39","75.36","81.50","7977"
"1122","-","-","-","16.60","20.02","63.33","75.30","81.43","7970"
"1121","-","5.47","-","16.59","20.00","63.28","75.23","81.36","7964"
"1120","-","-","7.92","16.58","19.98","63.22","75.17","81.29","7957"
"1119","-","5.46","-","16.57","19.96","63.17","75.10","81.22","7951"
"1118","-","-","7.91","16.56","19.95","63.11","75.04","81.15","7944"
"1117","2.23","-","-","16.55","19.93","63.06","74.97","81.08","7938"
"1116","-","5.45","7.90","16.54","19.91","63.00","74.91","81.01","7931"
"1115","-","-","-","16.53","19.90","62.95","74.84","80.94","7925"
"1114","-","-","7.89","-","19.88","62.90","74.78","80.87","7918"
"1113","-","5.44","-","16.52","19.86","62.84","74.71","80.80","7912"
"1112","-","-","7.88","16.51","19.85","62.79","74.65","80.73","7905"
"1111","-","-","-","16.50","19.83","62.73","74.58","80.66","7899"
"1110","-","5.43","-","16.49","19.81","62.68","74.52","80.59","7893"
"1109","-","-","7.87","16.48","19.80","62.62","74.45","80.52","7886"
"1108","2.22","5.42","-","16.47","19.78","62.57","74.39","80.45","7880"
"1107","-","-","7.86","16.46","19.76","62.52","74.32","80.38","7873"
"1106","-","-","-","16.45","19.75","62.46","74.26","80.31","7867"
"1105","-","5.41","7.85","16.44","19.73","62.41","74.19","80.24","7860"
"1104","-","-","-","16.43","19.71","62.35","74.13","80.17","7854"
"1103","-","-","7.84","16.42","19.70","62.30","74.06","80.10","7847"
"1102","-","5.40","-","16.41","19.68","62.24","74.00","80.03","7841"
"1101","-","-","7.83","16.40","19.66","62.19","73.93","79.96","7834"
"1100","-","-","-","16.39","19.65","62.13","73.87","79.89","7828"
"1099","2.21","5.39","7.82","16.38","19.63","62.08","73.80","79.82","7821"
"1098","-","-","-","16.37","19.61","62.03","73.74","79.75","7815"
"1097","-","5.38","-","-","19.60","61.97","73.67","79.68","7808"
"1096","-","-","7.81","16.36","19.58","61.92","73.61","79.61","7802"
"1095","-","-","-","16.35","19.56","61.86","73.54","79.54","7795"
"1094","-","5.37","7.80","16.34","19.55","61.81","73.48","79.47","7789"
"1093","-","-","-","16.33","19.53","61.75","73.41","79.39","7782"
"1092","-","-","7.79","16.32","19.51","61.70","73.35","79.32","7776"
"1091","-","5.36","-","16.31","19.50","61.65","73.28","79.25","7770"
"1090","2.20","-","7.78","16.30","19.48","61.59","73.22","79.18","7763"
"1089","-","5.35","-","16.29","19.46","61.54","73.15","79.11","7757"
"1088","-","-","7.77","16.28","19.45","61.48","73.09","79.04","7750"
"1087","-","-","-","16.27","19.43","61.43","73.02","78.97","7744"
"1086","-","5.34","7.76","16.26","19.41","61.37","72.96","78.90","7737"
"1085","-","-","-","16.25","19.40","61.32","72.89","78.83","7731"
"1084","-","-","-","16.24","19.38","61.26","72.83","78.76","7724"
"1083","-","5.33","7.75","16.23","19.36","61.21","72.76","78.69","7718"
"1082","-","-","-","16.22","19.34","61.16","72.70","78.62","7711"
"1081","2.19","-","7.74","16.21","19.33","61.10","72.63","78.55","7705"
"1080","-","5.32","-","16.20","19.31","61.05","72.57","78.48","7698"
"1079","-","-","7.73","-","19.29","60.99","72.50","78.41","7692"
"1078","-","5.31","-","16.19","19.28","60.94","72.44","78.34","7685"
"1077","-","-","7.72","16.18","19.26","60.88","72.37","78.27","7679"
"1076","-","-","-","16.17","19.24","60.83","72.31","78.20","7672"
"1075","-","5.30","7.71","16.16","19.23","60.77","72.24","78.13","7666"
"1074","-","-","-","16.15","19.21","60.72","72.18","78.06","7659"
"1073","-","-","7.70","16.14","19.19","60.67","72.11","77.99","7653"
"1072","2.18","5.29","-","16.13","19.18","60.61","72.05","77.92","7646"
"1071","-","-","-","16.12","19.16","60.56","71.98","77.85","7640"
"1070","-","5.28","7.69","16.11","19.14","60.50","71.92","77.78","7633"
"1069","-","-","-","16.10","19.13","60.45","71.85","77.71","7627"
"1068","-","-","7.68","16.09","19.11","60.39","71.79","77.64","7620"
"1067","-","5.27","-","16.08","19.09","60.34","71.72","77.57","7614"
"1066","-","-","7.67","16.07","19.08","60.29","71.66","77.50","7607"
"1065","-","-","-","16.06","19.06","60.23","71.59","77.43","7601"
"1064","2.17","5.26","7.66","16.05","19.04","60.18","71.53","77.35","7594"
"1063","-","-","-","16.04","19.03","60.12","71.46","77.28","7588"
"1062","-","-","7.65","16.03","19.01","60.07","71.40","77.21","7581"
"1061","-","5.25","-","-","18.99","60.01","71.33","77.14","7575"
"1060","-","-","7.64","16.02","18.98","59.96","71.27","77.07","7568"
